id,name_en,name_ar,status,parent_id,isleaf,created_at,updated_at,deleted_at,profile_id,reason,type,created_by
881,Cards,بطاقات,approved,867,1,2021-02-11 21:08:46,2021-02-11 21:08:46,NULL,NULL,NULL,products,NULL
882,Sanitary Wares and Plumbing,الأدوات الصحية و السباكة,approved,828,1,2021-02-11 21:08:50,2022-05-30 16:51:56,NULL,NULL,NULL,products,NULL
883,Reservoirs,الخزانات,approved,882,1,2021-02-11 21:09:07,2021-02-11 21:09:07,NULL,NULL,NULL,products,NULL
884,Plumbing Tools,أدوات السباكة,approved,882,1,2021-02-11 21:09:19,2022-05-31 18:55:32,NULL,NULL,NULL,products,NULL
885,Forms,نماذج,approved,867,1,2021-02-11 21:09:42,2021-02-11 21:09:42,NULL,NULL,NULL,products,NULL
886,Water Boilers,السخانات,approved,882,1,2021-02-11 21:09:42,2022-06-12 21:48:05,NULL,NULL,NULL,products,NULL
887,Sanitary Ware,الأدوات الصحية,approved,882,1,2021-02-11 21:10:13,2022-05-31 19:59:51,NULL,NULL,NULL,products,NULL
888,Restaurant Menu,منيو مطاعم,approved,867,1,2021-02-11 21:10:26,2021-02-11 21:10:26,NULL,NULL,NULL,products,NULL
889,Pumps,المضخات,approved,882,1,2021-02-11 21:10:32,2022-05-31 19:15:13,NULL,NULL,NULL,products,NULL
890,Other,أخرى,approved,1353,1,2021-02-11 21:10:42,2022-06-13 16:46:06,NULL,NULL,NULL,products,NULL
891,Desalination,تحلية المياه,approved,882,1,2021-02-11 21:10:52,2021-10-12 14:40:16,NULL,NULL,NULL,products,NULL
893,Theaters,مسارح,approved,2,1,2021-02-11 21:11:52,2021-02-11 21:11:52,NULL,NULL,NULL,products,NULL
894,Warehouses and Storage,المخازن والمستودعات,approved,2,1,2021-02-11 21:12:29,2022-06-19 20:59:06,NULL,NULL,NULL,products,NULL
895,Shelves,الأرفف,approved,894,1,2021-02-11 21:13:10,2022-06-19 20:59:46,NULL,NULL,NULL,products,NULL
896,Other,أخرى,approved,880,1,2021-02-11 21:13:30,2022-05-25 17:46:09,NULL,NULL,NULL,products,NULL
897,Movable,متحركة,approved,895,1,2021-02-11 21:13:45,2022-06-19 21:08:49,NULL,NULL,NULL,products,NULL
898,Paint,الدهان,approved,828,1,2021-02-11 21:14:06,2022-06-12 21:22:10,NULL,NULL,NULL,products,NULL
899,Paint,الدهانات,approved,898,1,2021-02-11 21:14:24,2022-06-12 21:23:27,NULL,NULL,NULL,products,NULL
900,Stable,ثابتة,approved,895,1,2021-02-11 21:14:34,2022-06-19 21:06:02,NULL,NULL,NULL,products,NULL
901,Exterior Paint,الدهانات الخارجية,approved,899,1,2021-02-11 21:14:48,2022-06-12 21:29:48,NULL,NULL,NULL,products,NULL
902,Interior Paint,الدهانات الداخلية,approved,899,1,2021-02-11 21:15:10,2022-06-12 21:28:40,NULL,NULL,NULL,products,NULL
903,Pallet,الطبليات,approved,894,1,2021-02-11 21:15:20,2021-02-11 21:15:20,NULL,NULL,NULL,products,NULL
904,Medical Paint,دهان طبي,approved,666,1,2021-02-11 21:15:27,2022-06-12 21:27:32,NULL,NULL,NULL,products,NULL
905,Paint Tools,أدوات الدهان,approved,898,1,2021-02-11 21:15:51,2022-05-31 19:55:13,NULL,NULL,NULL,products,NULL
906,Lockers,الخزائن الشخصية,approved,894,1,2021-02-11 21:16:57,2022-06-19 21:11:35,NULL,NULL,NULL,products,NULL
907,Paint Equipment,مكائن الدهان,approved,898,1,2021-02-11 21:17:45,2022-07-05 17:20:00,NULL,NULL,NULL,products,NULL
909,"Sand, gravel and water",الرمال و الحصى و المياه,approved,820,1,2021-02-11 21:18:21,2022-05-29 23:10:27,NULL,NULL,NULL,products,NULL
910,Sand,رمل,approved,909,1,2021-02-11 21:18:41,2021-02-11 21:18:41,NULL,NULL,NULL,products,NULL
911,Shipping Trolley,عربات الشحن,approved,894,1,2021-02-11 21:18:50,2022-06-19 21:12:46,NULL,NULL,NULL,products,NULL
912,Gravel,حصى,approved,909,1,2021-02-11 21:19:10,2021-02-11 21:19:10,NULL,NULL,NULL,products,NULL
913,Other,أخرى,approved,890,1,2021-02-11 21:19:16,2022-06-13 16:46:43,NULL,NULL,NULL,products,NULL
914,Undrinkable water,مياه غير صالحة للشرب,approved,909,1,2021-02-11 21:19:32,2021-10-12 14:38:54,NULL,NULL,NULL,products,NULL
915,Carpentry,النجارة,approved,828,1,2021-02-11 21:20:01,2022-05-31 22:29:22,NULL,NULL,NULL,products,NULL
916,Wood,خشب,approved,774,1,2021-02-11 21:20:17,2022-05-31 19:35:16,NULL,NULL,NULL,products,NULL
918,Carpentry Tools,أدوات النجارة,approved,915,1,2021-02-11 21:20:41,2022-05-31 19:30:18,NULL,NULL,NULL,products,NULL
919,Other,أخرى,approved,865,1,2021-02-11 21:20:48,2022-06-13 16:39:52,NULL,NULL,NULL,products,NULL
920,Carpentry Equipment,معدات النجارة,approved,915,1,2021-02-11 21:21:16,2022-07-05 17:15:00,NULL,NULL,NULL,products,NULL
921,Other,أخرى,approved,896,1,2021-02-11 21:21:32,2022-05-25 17:46:59,NULL,NULL,NULL,products,NULL
922,Windows and Doors,النوافذ و الأبواب,approved,828,1,2021-02-11 21:21:53,2022-05-31 20:00:18,NULL,NULL,NULL,products,NULL
923,Support and operation services,الخدمات المساندة و التشغيل,approved,1335,1,2021-02-11 21:24:14,2022-05-31 19:44:55,NULL,NULL,NULL,products,NULL
924,Logistics,الخدمات اللوجستية,approved,923,1,2021-02-11 21:24:55,2021-02-11 21:24:55,NULL,NULL,NULL,products,NULL
926,Windows,النوافذ,approved,922,1,2021-02-11 21:27:48,2021-02-11 21:27:48,NULL,NULL,NULL,products,NULL
927,Doors,الأبواب,approved,922,1,2021-02-11 21:28:09,2022-05-31 19:17:22,NULL,NULL,NULL,products,NULL
928,Automatic Doors,الأبواب الأوتوماتيكية,approved,927,1,2021-02-11 21:28:41,2022-05-31 19:22:17,NULL,NULL,NULL,products,NULL
929,Fixed Doors,الأبواب الثابتة,approved,927,1,2021-02-11 21:29:02,2022-07-05 17:22:01,NULL,NULL,NULL,products,NULL
930,Flooring,الأرضيات,approved,828,1,2021-02-11 21:29:26,2021-02-11 21:29:26,NULL,NULL,NULL,products,NULL
931,Industrial Virilization,التجلية الصناعية,approved,930,1,2021-02-11 21:29:53,2022-05-31 19:53:54,NULL,NULL,NULL,products,NULL
932,Parquet,الباركيه,approved,930,1,2021-02-11 21:30:14,2021-10-12 14:42:03,NULL,NULL,NULL,products,NULL
933,Vinyl,الفينيل,approved,930,1,2021-02-11 21:30:36,2021-02-11 21:30:36,NULL,NULL,NULL,products,NULL
934,Carpet,السجاد,approved,930,1,2021-02-11 21:30:53,2021-02-11 21:30:53,NULL,NULL,NULL,products,NULL
935,Equipment for Buildings and Facilities,أجهزة و معدات المباني و المنشآت,approved,8,1,2021-02-11 21:31:27,2022-05-31 19:47:55,NULL,NULL,NULL,products,NULL
936,Elevators,المصاعد,approved,935,1,2021-02-11 21:31:44,2021-02-11 21:31:44,NULL,NULL,NULL,products,NULL
937,Elevators,المصاعد,approved,936,1,2021-02-11 21:32:10,2022-05-31 20:06:05,NULL,NULL,NULL,products,NULL
938,Escalators,السلالم المتحركة,approved,936,1,2021-02-11 21:32:23,2022-05-31 22:39:41,NULL,NULL,NULL,products,NULL
939,Generators,المولدات,approved,935,1,2021-02-11 21:32:37,2021-02-11 21:32:37,NULL,NULL,NULL,products,NULL
940,Petrochemical Energy Generators,مولدات الطاقة البيتروكيماوية,approved,939,1,2021-02-11 21:33:01,2022-06-12 21:54:29,NULL,NULL,NULL,products,NULL
942,Hot Water Generators,مولدات تسخين المياه,approved,939,1,2021-02-11 21:33:35,2022-06-12 21:56:30,NULL,NULL,NULL,products,NULL
943,Control Panel,لوحة التحكم,approved,939,1,2021-02-11 21:33:57,2022-05-31 22:34:56,NULL,NULL,NULL,products,NULL
944,Other,أخرى,approved,784,1,2021-02-11 21:34:13,2022-05-25 17:51:35,NULL,NULL,NULL,products,NULL
945,Safety,السلامة,approved,935,1,2021-02-11 21:34:29,2021-02-11 21:34:29,NULL,NULL,NULL,products,NULL
946,Security Cameras,كاميرات المراقبة,approved,945,1,2021-02-11 21:34:44,2022-05-31 22:30:35,NULL,NULL,NULL,products,NULL
947,Protection Devices,أجهزة الحماية والأمان,approved,945,1,2021-02-11 21:35:09,2022-05-31 22:33:13,NULL,NULL,NULL,products,NULL
948,Security and Safety Tools,أدوات الأمن و السلامة,approved,945,1,2021-02-11 21:35:26,2022-05-31 22:36:19,NULL,NULL,NULL,products,NULL
949,Ducting,التهوية,approved,945,1,2021-02-11 21:35:42,2022-06-12 22:06:05,NULL,NULL,NULL,products,NULL
950,Emergency Exits,مخارج الطوارئ,approved,945,1,2021-02-11 21:35:57,2022-06-01 22:45:34,NULL,NULL,NULL,products,NULL
951,Fire,الحريق,approved,958,1,2021-02-11 21:36:19,2022-05-31 22:31:16,NULL,NULL,NULL,products,NULL
952,Extinguishers,طفايات,approved,951,1,2021-02-11 21:36:30,2021-02-11 21:36:30,NULL,NULL,NULL,products,NULL
953,Fire systems,انظمة حريق متكاملة,approved,951,1,2021-02-11 21:36:51,2021-02-11 21:36:51,NULL,NULL,NULL,products,NULL
954,Sensors and alarms,الحساسات و الانذار,approved,951,1,2021-02-11 21:37:09,2021-02-11 21:37:09,NULL,NULL,NULL,products,NULL
955,Spare Parts,قطع غيار,approved,952,1,2021-02-11 21:37:25,2022-06-01 22:46:57,NULL,NULL,NULL,products,NULL
957,Central,مركزية,approved,924,1,2021-02-11 21:37:53,2022-05-31 20:01:21,NULL,NULL,NULL,products,NULL
958,Restaurants and kitchens,المطاعم و المطابخ,approved,957,1,2021-02-11 21:38:11,2022-05-31 20:02:07,NULL,NULL,NULL,products,NULL
961,Logistics,الخدمات اللوجستية,approved,960,1,2021-02-12 00:19:02,2021-02-12 00:19:02,NULL,NULL,NULL,products,NULL
962,Transportation and Delivery,النقل و التوصيل,approved,961,1,2021-02-12 00:19:23,2022-06-02 17:15:10,NULL,NULL,NULL,products,NULL
963,Cold,البارد,approved,962,1,2021-02-12 00:19:48,2021-02-12 00:19:48,NULL,NULL,NULL,products,NULL
964,Dry,الجاف,approved,962,1,2021-02-12 00:20:07,2021-02-12 00:20:07,NULL,NULL,NULL,products,NULL
965,Storage,التخزين,approved,961,1,2021-02-12 00:20:38,2021-02-12 00:20:38,NULL,NULL,NULL,products,NULL
966,Cold,البارد,approved,965,1,2021-02-12 00:20:56,2021-02-12 00:20:56,NULL,NULL,NULL,products,NULL
967,Dry,الجاف,approved,965,1,2021-02-12 00:21:18,2021-02-12 00:21:18,NULL,NULL,NULL,products,NULL
968,Oil and Gas Services,الخدمات البترولية و الغازية,approved,960,1,2021-02-12 00:21:46,2022-06-02 17:16:47,NULL,NULL,NULL,products,NULL
969,Petrol,البنزين,approved,968,1,2021-02-12 00:22:14,2021-02-12 00:22:14,NULL,NULL,NULL,products,NULL
970,Diesel,الديزل,approved,968,1,2021-02-12 00:22:30,2021-02-12 00:22:30,NULL,NULL,NULL,products,NULL
971,Gas,الغاز,approved,968,1,2021-02-12 00:22:54,2021-02-12 00:22:54,NULL,NULL,NULL,products,NULL
972,Medical Gas,الغاز الطبي,approved,968,1,2021-02-12 00:23:14,2022-06-02 17:18:45,NULL,NULL,NULL,products,NULL
974,Cleaners,عمال النظافة,approved,973,1,2021-02-12 00:23:50,2022-06-12 23:18:05,NULL,NULL,NULL,products,NULL
975,Factories,المصانع,approved,974,1,2021-02-12 00:24:21,2021-02-12 00:24:21,NULL,NULL,NULL,products,NULL
976,Shopping Centers,المراكز التجارية,approved,974,1,2021-02-12 00:24:43,2022-06-02 17:09:26,NULL,NULL,NULL,products,NULL
977,Hotels,الفنادق,approved,974,1,2021-02-12 00:25:08,2021-02-12 00:25:08,NULL,NULL,NULL,products,NULL
978,Hospitals,المستشفيات,approved,974,1,2021-02-12 00:25:29,2021-02-12 00:25:29,NULL,NULL,NULL,products,NULL
979,Companies,الشركات,approved,974,1,2021-02-12 00:26:13,2021-02-12 00:26:13,NULL,NULL,NULL,products,NULL
980,Restaurants,المطاعم,approved,974,1,2021-02-12 00:26:29,2021-02-12 00:26:29,NULL,NULL,NULL,products,NULL
981,Maintenance,الصيانة,approved,973,1,2021-02-12 00:26:52,2021-02-12 00:26:52,NULL,NULL,NULL,products,NULL
982,Engineers,مهندسين,approved,981,1,2021-02-12 00:27:16,2022-06-02 17:10:04,NULL,NULL,NULL,products,NULL
983,Technicians,فنيين,approved,981,1,2021-02-12 00:27:32,2022-06-02 17:10:34,NULL,NULL,NULL,products,NULL
984,Security Officers.,رجال الأمن,approved,973,1,2021-02-12 00:28:00,2022-06-02 17:13:53,NULL,NULL,NULL,products,NULL
985,Valet Parking,خدمة صف السيارات,approved,973,1,2021-02-12 00:28:28,2022-06-02 17:14:22,NULL,NULL,NULL,products,NULL
986,Facilities Services,خدمات المرافق,approved,960,1,2021-02-12 00:28:47,2022-06-02 16:39:11,NULL,NULL,NULL,products,NULL
987,Containers,الحاويات,approved,986,1,2021-02-12 00:29:04,2021-02-12 00:29:04,NULL,NULL,NULL,products,NULL
988,Medical,الطبية,approved,987,1,2021-02-12 00:29:32,2021-02-12 00:29:32,NULL,NULL,NULL,products,NULL
989,Medicine,الأدوية,approved,988,1,2021-02-12 00:29:52,2022-06-02 16:49:29,NULL,NULL,NULL,products,NULL
990,Medical Materials,المواد الطبية,approved,988,1,2021-02-12 00:30:23,2022-06-02 16:48:27,NULL,NULL,NULL,products,NULL
991,Infectious and Toxic,المعدية و الخطيرة,approved,988,1,2021-02-12 00:31:08,2022-06-02 16:46:08,NULL,NULL,NULL,products,NULL
992,Waste,المخلفات,approved,987,1,2021-02-12 00:31:37,2021-02-12 00:31:37,NULL,NULL,NULL,products,NULL
993,Garbage,مخلفات القمامة,approved,992,1,2021-02-12 00:31:56,2022-06-02 16:55:07,NULL,NULL,NULL,products,NULL
994,Industrial Waste,مخلفات البناء,approved,992,1,2021-02-12 00:32:37,2022-06-02 16:55:35,NULL,NULL,NULL,products,NULL
995,Paper and Cardboard,الورق و الكرتون,approved,987,1,2021-02-12 00:33:06,2022-06-02 16:50:31,NULL,NULL,NULL,products,NULL
996,Sterilization and Disinfection,التعقيم و التطهير,approved,986,1,2021-02-12 00:33:29,2022-06-02 17:03:12,NULL,NULL,NULL,products,NULL
997,Medical Centres,المراكز الطبية,approved,996,1,2021-02-12 00:33:52,2022-06-02 17:05:18,NULL,NULL,NULL,products,NULL
998,Shopping Centers,المراكز التجارية,approved,996,1,2021-02-12 00:34:39,2022-06-02 17:04:53,NULL,NULL,NULL,products,NULL
999,Factories,المصانع,approved,996,1,2021-02-12 00:41:38,2021-02-12 00:41:38,NULL,NULL,NULL,products,NULL
1000,"Facilities, Companies and Buildings",المنشآت والشركات والمباني,approved,996,1,2021-02-12 00:41:55,2022-06-02 17:04:12,NULL,NULL,NULL,products,NULL
1002,Buildings,المباني,approved,1001,1,2021-02-12 00:42:36,2021-02-12 00:42:36,NULL,NULL,NULL,products,NULL
1003,Glass,الزجاج,approved,955,1,2021-02-12 00:42:52,2022-06-02 16:41:27,NULL,NULL,NULL,products,NULL
1004,Parking and Public Facilities,المواقف والمرافق العامة,approved,1001,1,2021-02-12 00:43:16,2022-06-02 16:42:23,NULL,NULL,NULL,products,NULL
1005,Pest Control,مكافحة الحشرات,approved,1003,1,2021-02-12 00:43:41,2022-06-02 17:28:40,NULL,NULL,NULL,products,NULL
1006,Medical Centers,المراكز الطبية,approved,1005,1,2021-02-12 00:44:08,2022-06-02 16:59:50,NULL,NULL,NULL,products,NULL
1007,"Facilities, Companies and Buildings",المنشآت و الشركات و المباني,approved,1005,1,2021-02-12 00:44:41,2022-06-02 16:58:24,NULL,NULL,NULL,products,NULL
1008,Spare Parts,قطع الغيار,approved,8,1,2021-02-12 00:44:56,2022-08-03 18:43:56,NULL,NULL,NULL,products,NULL
1009,Elevators and moving doors,المصاعد والأبواب المتحركة,approved,1008,1,2021-02-12 00:45:17,2022-08-03 19:13:48,NULL,NULL,NULL,products,NULL
1010,Elevators,المصاعد,approved,1009,1,2021-02-12 00:45:38,2022-06-01 23:02:19,NULL,NULL,NULL,products,NULL
1011,Escalators,السلالم المتحركة,approved,1009,1,2021-02-12 00:45:57,2022-06-01 22:54:52,NULL,NULL,NULL,products,NULL
1012,Fire Systems,أنظمة الحرائق,approved,1008,1,2021-02-12 00:46:11,2022-06-01 22:56:12,NULL,NULL,NULL,products,NULL
1013,Refilling Fire Extinguishers,إعادة تعبئة طفايات الحريق,approved,1012,1,2021-02-12 00:46:27,2022-08-03 19:27:51,NULL,NULL,NULL,products,NULL
1016,Integrated Fire Systems,أنظمة الحريق المتكاملة,approved,1012,1,2021-02-12 00:47:29,2022-06-01 22:59:56,NULL,NULL,NULL,products,NULL
1019,Control Panel,لوحة التحكم,approved,1012,1,2021-02-12 00:48:27,2022-05-31 22:42:36,NULL,NULL,NULL,products,NULL
1022,Companies,الشركات,approved,1021,1,2021-02-12 00:49:21,2021-02-12 00:49:21,NULL,NULL,NULL,products,NULL
1023,Factories,المصانع,approved,1021,1,2021-02-12 00:49:36,2021-02-12 00:49:36,NULL,NULL,NULL,products,NULL
1024,Health Centers,المراكز الصحية,approved,1021,1,2021-02-12 00:50:05,2022-06-01 22:52:58,NULL,NULL,NULL,products,NULL
1025,Shopping Centres,المراكز التجارية,approved,1021,1,2021-02-12 00:50:22,2022-06-01 22:51:44,NULL,NULL,NULL,products,NULL
1026,Generators,المولدات,approved,1008,1,2021-02-12 00:50:42,2021-02-12 00:50:42,NULL,NULL,NULL,products,NULL
1027,Electric Power Generators,مولدات الطاقة الكهربائية,approved,1026,1,2021-02-12 00:51:04,2022-08-03 19:32:46,NULL,NULL,NULL,products,NULL
1030,Diesel,ديزل,approved,1006,1,2021-02-12 00:52:11,2022-06-12 23:00:54,NULL,NULL,NULL,products,NULL
1031,Hot Water Generators,مولدات تسخين المياه,approved,1026,1,2021-02-12 00:52:31,2022-06-12 23:02:29,NULL,NULL,NULL,products,NULL
1034,Diesel,ديزل,approved,287,1,2021-02-12 00:53:16,2022-06-12 23:01:49,NULL,NULL,NULL,products,NULL
1035,Water Pump Generators,مولدات ضخ المياه,approved,1026,1,2021-02-12 00:53:35,2022-06-01 23:07:37,NULL,NULL,NULL,products,NULL
1039,Glass Doors,الأبواب الزجاجية,approved,1038,1,2021-02-12 00:55:30,2022-06-12 23:07:56,NULL,NULL,NULL,products,NULL
1040,Maintenance,صيانة,approved,1039,1,2021-02-12 00:55:47,2021-02-12 00:55:47,NULL,NULL,NULL,products,NULL
1041,Spare Parts,قطع غيار,approved,1039,1,2021-02-12 00:56:03,2022-06-12 23:04:41,NULL,NULL,NULL,products,NULL
1042,Iron Doors,الأبواب الحديدية,approved,1038,1,2021-02-12 00:56:27,2022-07-05 18:57:23,NULL,NULL,NULL,products,NULL
1043,Maintenance,صيانة,approved,1042,1,2021-02-12 00:56:46,2021-02-12 00:56:46,NULL,NULL,NULL,products,NULL
1044,Spare Parts,قطع غيار,approved,1042,1,2021-02-12 00:57:13,2022-06-12 23:06:33,NULL,NULL,NULL,products,NULL
1048,Jewelry,مجوهرات,approved,1047,1,2021-03-08 18:03:37,2021-03-08 18:03:37,NULL,NULL,NULL,products,NULL
1049,Hair Accessories,اكسسوارات الشعر,approved,1047,1,2021-03-08 18:05:02,2021-03-08 18:05:02,NULL,NULL,NULL,products,NULL
1051,Clothing Accessories,اكسسوارات الملابس,approved,1047,1,2021-03-08 18:06:12,2021-03-08 18:06:12,NULL,NULL,NULL,products,NULL
1052,Mobile Accessories,اكسسوارات الجوال,approved,1047,1,2021-03-08 18:06:49,2021-03-08 18:06:49,NULL,NULL,NULL,products,NULL
1053,Watches,ساعات,approved,1047,1,2021-03-08 18:07:15,2021-03-08 18:07:15,NULL,NULL,NULL,products,NULL
1054,Eyeglasses,نظارات,approved,1047,1,2021-03-08 18:07:46,2021-03-08 18:07:46,NULL,NULL,NULL,products,NULL
1055,Other,أخرى,approved,1047,1,2021-03-08 18:08:16,2021-06-10 15:46:59,NULL,NULL,NULL,products,NULL
1056,Necklaces,سلاسل,approved,1048,1,2021-03-08 18:25:42,2021-03-08 18:25:42,NULL,NULL,NULL,products,NULL
1057,Earrings,أقراط,approved,1048,1,2021-03-08 18:26:04,2021-03-08 18:26:04,NULL,NULL,NULL,products,NULL
1058,Bracelets,أساور,approved,1048,1,2021-03-08 18:26:22,2021-03-08 18:26:22,NULL,NULL,NULL,products,NULL
1059,Rings,خواتم,approved,1048,1,2021-03-08 18:26:51,2021-03-08 18:26:51,NULL,NULL,NULL,products,NULL
1060,Anklets,خلاخل,approved,1048,1,2021-03-08 18:27:14,2021-03-08 18:27:14,NULL,NULL,NULL,products,NULL
1061,Nose rings,زمام,approved,1048,1,2021-03-08 18:40:51,2021-03-08 18:40:51,NULL,NULL,NULL,products,NULL
1062,Body Jewelry,اكسسوارات جسم,approved,1048,1,2021-03-08 18:42:11,2021-03-08 18:42:11,NULL,NULL,NULL,products,NULL
1063,Tiaras,تيجان,approved,1048,1,2021-03-08 18:45:13,2021-03-08 18:45:13,NULL,NULL,NULL,products,NULL
1064,Covers and Cases,جرابات الجوال,approved,1052,1,2021-03-08 18:59:53,2021-03-08 18:59:53,NULL,NULL,NULL,products,NULL
1168,Cuff links,أزرار الأكمام (كبك),approved,1051,1,2021-03-09 16:09:25,2021-03-09 16:09:25,NULL,NULL,NULL,products,NULL
1169,Belts,أحزمة,approved,1051,1,2021-03-09 16:09:48,2021-03-09 16:09:48,NULL,NULL,NULL,products,NULL
1170,Brooches,دبابيس (بروشات),approved,1051,1,2021-03-09 16:10:20,2021-03-09 16:10:20,NULL,NULL,NULL,products,NULL
1171,Leather,جلد,approved,1169,1,2021-03-09 16:10:48,2021-03-09 16:10:48,NULL,NULL,NULL,products,NULL
1172,Metal,معدني,approved,1169,1,2021-03-09 16:11:10,2021-03-09 16:11:10,NULL,NULL,NULL,products,NULL
1173,Fabric,قماشي,approved,1169,1,2021-03-09 16:11:27,2021-03-09 16:11:27,NULL,NULL,NULL,products,NULL
1197,Sunglasses,نظارات شمسية,approved,1054,1,2021-03-09 16:48:15,2021-03-09 16:48:15,NULL,NULL,NULL,products,NULL
1198,Eyeglasses,نظارات طبية,approved,1054,1,2021-03-09 16:48:49,2021-03-09 16:48:49,NULL,NULL,NULL,products,NULL
1199,Eyeglasses chain,سلاسل نظارات,approved,1054,1,2021-03-09 16:49:13,2021-03-09 16:49:13,NULL,NULL,NULL,products,NULL
1201,Holder,حاملات,approved,1052,1,2021-03-09 17:11:43,2021-03-09 17:11:43,NULL,NULL,NULL,products,NULL
1202,Other,أخرى,approved,1052,1,2021-03-09 17:12:05,2021-06-10 15:45:34,NULL,NULL,NULL,products,NULL
1213,Keychains,حامل مفاتيح,approved,1055,1,2021-03-09 17:30:43,2021-03-09 17:30:43,NULL,NULL,NULL,products,NULL
1214,Other,أخرى,approved,1055,1,2021-03-09 17:30:59,2021-06-10 15:47:22,NULL,NULL,NULL,products,NULL
1217,Colored,ملون,approved,1213,1,2021-03-09 17:31:55,2021-03-09 17:31:55,NULL,NULL,NULL,products,NULL
1218,Yellow gold,ذهبي,approved,1213,1,2021-03-09 17:32:13,2021-03-09 17:32:13,NULL,NULL,NULL,products,NULL
1220,Silver,فضي,approved,1213,1,2021-03-09 17:32:52,2021-03-09 17:32:52,NULL,NULL,NULL,products,NULL
1221,Platinum,بلاتيني,approved,1213,1,2021-03-09 17:33:48,2021-03-09 17:33:48,NULL,NULL,NULL,products,NULL
1225,Stainless steel,فولاذي,approved,1213,1,2021-03-09 18:16:39,2021-03-09 18:16:39,NULL,NULL,NULL,products,NULL
1226,Bags,حقائب,approved,1047,1,2021-03-09 18:50:18,2021-03-09 18:50:18,NULL,NULL,NULL,products,NULL
1227,Backpacks,حقائب ظهر,approved,1226,1,2021-03-09 18:59:14,2021-03-09 18:59:14,NULL,NULL,NULL,products,NULL
1228,Handbags,حقائب يد,approved,1226,1,2021-03-09 18:59:31,2021-03-09 18:59:31,NULL,NULL,NULL,products,NULL
1229,Luggage bags,حقائب سفر,approved,1226,1,2021-03-09 18:59:54,2021-03-09 18:59:54,NULL,NULL,NULL,products,NULL
1230,Wallets,محافظ,approved,1047,1,2021-03-09 19:00:41,2021-03-09 19:00:41,NULL,NULL,NULL,products,NULL
1231,Small wallets,محافظ صغيره,approved,1230,1,2021-03-09 19:01:17,2021-03-09 19:01:17,NULL,NULL,NULL,products,NULL
1232,Long wallets,محافظ طويلة,approved,1230,1,2021-03-09 19:01:47,2021-03-09 19:01:47,NULL,NULL,NULL,products,NULL
1233,Cardholders,حاملات البطاقات,approved,1230,1,2021-03-09 19:02:13,2021-03-09 19:02:13,NULL,NULL,NULL,products,NULL
1235,Gloves,قفّازات,approved,1234,1,2021-06-14 17:47:41,2021-06-14 17:47:41,NULL,NULL,NULL,products,NULL
1236,Face Masks,كمّامات,approved,1234,1,2021-06-14 17:48:40,2021-06-14 17:48:40,NULL,NULL,NULL,products,NULL
1237,Sanitisers,معقّمات,approved,1234,1,2021-06-14 17:51:08,2021-06-14 17:51:08,NULL,NULL,NULL,products,NULL
1238,Hand Sanitiser Gel,جل معقّم  لليدين,approved,1237,1,2021-06-14 17:55:07,2021-06-14 17:55:07,NULL,NULL,NULL,products,NULL
1239,Surface Disinfectant,معقّم للأسطح,approved,1237,1,2021-06-14 18:06:25,2021-06-14 18:06:25,NULL,NULL,NULL,products,NULL
1240,Sanitizing Spray,بخاخ معقّم,approved,1237,1,2021-06-14 18:10:24,2021-06-14 18:10:24,NULL,NULL,NULL,products,NULL
1241,Other,أخرى,approved,1260,1,2021-10-06 16:47:35,2022-05-25 19:19:41,NULL,NULL,NULL,products,NULL
1242,Other,أخرى,approved,1241,1,2021-10-06 16:51:52,2022-05-25 19:20:12,NULL,NULL,NULL,products,NULL
1243,Other,أخرى,approved,1261,1,2021-10-06 16:52:44,2022-05-25 19:21:13,NULL,NULL,NULL,products,NULL
1244,Other,أخرى,approved,47,1,2021-10-07 16:23:06,2022-05-25 17:53:29,NULL,NULL,NULL,products,NULL
1245,Other,أخرى,approved,1244,1,2021-10-07 16:23:47,2022-05-25 19:01:42,NULL,NULL,NULL,products,NULL
1246,Other,أخرى,approved,1245,1,2021-10-07 16:25:19,2022-05-25 19:03:19,NULL,NULL,NULL,products,NULL
1247,Other,أخرى,approved,1252,1,2021-10-07 16:26:05,2022-05-25 19:10:17,NULL,NULL,NULL,products,NULL
1248,Other,أخرى,approved,1249,1,2021-10-07 16:27:03,2022-05-25 19:06:32,NULL,NULL,NULL,products,NULL
1249,Other,أخرى,approved,153,1,2021-10-07 16:28:01,2022-05-25 19:05:33,NULL,NULL,NULL,products,NULL
1250,Other,أخرى,approved,1248,1,2021-10-07 16:28:54,2022-05-25 19:07:46,NULL,NULL,NULL,products,NULL
1251,Other,أخرى,approved,1268,1,2021-10-07 16:29:56,2022-05-25 19:09:02,NULL,NULL,NULL,products,NULL
1252,Other,أخرى,approved,1251,1,2021-10-07 16:30:37,2022-05-25 19:09:33,NULL,NULL,NULL,products,NULL
1253,Other,أخرى,approved,1247,1,2021-10-07 16:31:36,2022-05-25 19:10:54,NULL,NULL,NULL,products,NULL
1254,Other,أخرى,approved,1253,1,2021-10-07 16:32:29,2022-05-25 19:11:33,NULL,NULL,NULL,products,NULL
1255,Other,أخرى,approved,1257,1,2021-10-07 16:33:39,2022-05-25 19:14:59,NULL,NULL,NULL,products,NULL
1256,Other,أخرى,approved,1254,1,2021-10-07 16:34:23,2022-05-25 19:12:31,NULL,NULL,NULL,products,NULL
